mgrtomsa:confidence,id,msa,cleanedtweet,cleanedtweet2
1.0,8908,لماذا كل يوم لأربعاء أنتم تختارون الموسيقى و اليوم المنافسة بين الأسامي الجميلة  اختر أغنيتك,كيف كل نهار اربعاء انتوما اللي تختاروا الموزيكا و ليوم المنافسة بين الأسامي المزيانة اختار غنايتك,كيف كل نهار اربعاء انتوما اللي تختاروا الموزيكا و ليوم المنافسة بين الأسامي المزيانة اختار غنايتك
1.0,8910,ماذا تشاهدون أنتم هل انا مجنونة وفي جن والعياذ بالله,واش راكم تشوفو انتوما انا يعني مسكونة وفيا جن والعياذ بالله,واش راكم تشوفو انتوما انا يعني مسكونة وفيا جن والعياذ بالله
0.6496,8911,ما نعرف إذا انا توحشت تويتر إلى توحشتكم انتوما.,وااااع ما نعرف إذا انا توحشت تويتر إلى توحشتكم انتوما هههههههه,واع ما نعرف إذا انا توحشت تويتر إلى توحشتكم انتوما
0.6551,8918,وصدقوني  لم ار مثلكم امعجبين,و صدقوني عمري ماشفت فانز مداير لفانتو كيما انتوما ا,و صدقوني عمري ماشفت فانز مداير لفانتو كيما انتوما ا
1.0,8923,ما عملنا ولا شيء لماذا هذا السيد بكامل قواه العقلية متوقف في كلمة واحدة ولحس الحقيبة وانتم اهله اقنعوه,مادرنا والو واش هاد سيد بكامل قواه العقليه مبلوكي فكلمه واحده ولحيس لكابا انتوما ماليه وكتقنوه,مادرنا والو واش هاد سيد بكامل قواه العقليه مبلوكي فكلمه واحده ولحيس لكابا انتوما ماليه وكتقنوه
1.0,8925,ااه يا بلادي ماذذا تحملين  أنتن ايتها الفائقات لا تمثلن الجزائريين و لكن والله صدمتنني,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني
0.6835,8925,اه يا بلدي، لماذا تغطين في النوم؟أنتم لا تمثلنا الجزائرين ولكنكم المتموني والله.,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني
0.6603,8925,اه يا بلدي كم انتي متحملة انتن يا فاسدات لا تمثلن 1% من الجزائريين لكن والله صدمتوني,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني
0.6733,8925,كم تحملين بلادي من الاوغاد من الجزائريين لقد صدمت,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني,ااه يا بلادي واش راكي رافدة انتوما يا الحلابات ما تمتلوش ب من الجزايريين بصح والله شوكيتوني
1.0,8931,أنتم لا تخجلون الآن وتباركون لسهيلة وتتمنوا لها التوفيق تقولون اعطونا الأخبار ولما يقولون لكم لا تبالون,انتومااااا ما تحشموووش دوكااا وتباااركو لسهيييلة وتتمناولهاا التوفيق تثولو اعطونا الاخبااار ولما يقولولكم تضربو نح يللا,انتوما ما تحشموش دوكا وتباركو لسهيلة وتتمناولهاا التوفيق تثولو اعطونا الاخبار ولما يقولولكم تضربو نح يللا
0.6603,8932,احبتي لقبتوني بالاميرة ،وتاج فوق رأسي يهيلة بن لشهب اقوال شخصيات تعجبك,احبابي لقبتوني الاميرة و انتوما تاج فوق راسي سهيله بن لشهب اقوال شخصيات تعجبك,احبابي لقبتوني الاميرة و انتوما تاج فوق راسي سهيله بن لشهب اقوال شخصيات تعجبك
0.6513,8933,عوكل اونباغسون قل لهم منذ متى تربحون انتم و ما هي المسابقة التي ربحتوها,عوكل انباغسون قولهم من وقتاش تربحوا انتوما واش من مسابقة ربحتوها,عوكل انباغسون قولهم من وقتاش تربحوا انتوما واش من مسابقة ربحتوها
1.0,8936,ما عملنا ولا شيء نتمنى حتى انتم طبقوا هذا الشيء وقت المسابقات تدعموا وليس اهتمامكم بنا,مادرنا والو نتمنى حتى انتوما طبقوا هادشي وقت المسابقات تدعمو ماشي تتلهاو فينا,مادرنا والو نتمنى حتى انتوما طبقوا هادشي وقت المسابقات تدعمو ماشي تتلهاو فينا
0.6609,8944,اصلكم من دعارة وخبث وتتكلموا عن أسيادكم الجزائريين يا عرة العرب والمسلمين,انتوما اصلكم دعارة وخبث وجايين تتكلمو على سيادكم الجزايرين يا عرة العرب والمسلمين يا عبيد ميمي,انتوما اصلكم دعارة وخبث وجايين تتكلمو على سيادكم الجزايرين يا عرة العرب والمسلمين يا عبيد ميمي
0.6609,8944,انتم اصلكم دعارة وخبث والان اتيتم لتتكلمو عن اسيادكم الجزائريين يا امعة العرب والمسلمين يا عبيد ميمي,انتوما اصلكم دعارة وخبث وجايين تتكلمو على سيادكم الجزايرين يا عرة العرب والمسلمين يا عبيد ميمي,انتوما اصلكم دعارة وخبث وجايين تتكلمو على سيادكم الجزايرين يا عرة العرب والمسلمين يا عبيد ميمي
0.6609,8944,اصلكم دعارة و خبث و تتكلمون في اسيادكم الجزائريين يا عرة العرب و المسلمين يا عبيد ميمي,انتوما اصلكم دعارة وخبث وجايين تتكلمو على سيادكم الجزايرين يا عرة العرب والمسلمين يا عبيد ميمي,انتوما اصلكم دعارة وخبث وجايين تتكلمو على سيادكم الجزايرين يا عرة العرب والمسلمين يا عبيد ميمي
1.0,8948,شاهدت مشكلتكم مع إيران نحن لا دخل لنا احملو السلاح مباشرة وانهو وجودهم بلا شراء ذمم و تلقيح الكلام,شفت انتوما مشكلتكم مع ايران احنا شادخلنا احملو لسلاح مباشرة وانهو وجودهم بلا شراء ذمم وتلقيح كلام,شفت انتوما مشكلتكم مع ايران احنا شادخلنا احملو لسلاح مباشرة وانهو وجودهم بلا شراء ذمم وتلقيح كلام
0.6852,8950,سهيلة مغريبية وايهاب جزائري واحد بواحد,سهيلة مغريبية و اهاب جزائري و احد بواحدا ههه و انتوما موتو بسم,سهيلة مغريبية و اهاب جزائري و احد بواحدا و انتوما موتو بسم
1.0,8953,جليلة الخضراوية حتى أنتم الله يديم محبتنا,جليلةالخضراوية حتا انتوما الله يدوم محبتنا,جليلةالخضراوية حتا انتوما الله يدوم محبتنا
0.6835,8973,"مشاكل كثيرة لقد اتعبتمونا  ألم تملوا شخصين عملوا بلبلة , أنتم ترفعون شأنهم الجيش السوهابي",مشاكل مشاكل مشاكل بفف تعييو انتوما ماتكرهوش زوج عباد يديروا بلبلة وانتوما طلعولهم في الشان االجيش السوهابي,مشاكل مشاكل مشاكل بفف تعييو انتوما ماتكرهوش زوج عباد يديروا بلبلة وانتوما طلعولهم في الشان االجيش السوهابي
1.0,8975,موافقين ما دخلكم توبوا انتم فقط لا دخل لكم فينا,قابلين واش دخلكم توبو انتوما برك مدخلكمش فينا,قابلين واش دخلكم توبو انتوما برك مدخلكمش فينا
1.0,8977,ما اعرف ماذا اعمل قولي لي انتم كي اتزوج,ما نعرقش واش اندير قولولي انتوما كي نتزوج,ما نعرقش واش اندير قولولي انتوما كي نتزوج
0.6704,8980,سهلاوية وبس لا حبيبتي اسمحي لي في هذه انت الاغبياء والقانون لا يحمي المغفلين انا اعرف اغلبية الجزائريين الاولوية لسهيلة,سهلاوية وبس لا حنونة اسمحيلي هنا انتوما الاغبياء والقانون لايحمي المغفلين انا نعرف اغلبية جزائريين اولوية لسهيلة,سهلاوية وبس لا حنونة اسمحيلي هنا انتوما الاغبياء والقانون لايحمي المغفلين انا نعرف اغلبية جزائريين اولوية لسهيلة
1.0,8981,خضراكس  انتم اطفال الرسوم  المتحركة  لكن اذا تكلمت عن واقع قناة سبيستون سنعود بعد قليل,خضراكس انتوما اطفال تاع رسمات بصح ازا نهدر واقع وتصاور سبيستون سنعود بعد قليل,خضراكس انتوما اطفال تاع رسمات بصح ازا نهدر واقع وتصاور سبيستون سنعود بعد قليل
1.0,8986,قيادة المرأة  للسياره  الناس وصلت الى القمر و انتم لا تزالون في قضية سياقة المرأه تافهين,قياد المراه للسياره الناس وصلو القمر و انتوما مازالين فقضية سياقة المرأه تافهين,قياد المراه للسياره الناس وصلو القمر و انتوما مازالين فقضية سياقة المرأه تافهين
1.0,8989,انتم اخوان لا تتركوا الغريب يدخل بينكم اما الكلمة التي فهمتها جيران معناها بينكم,انتوما خوت وماتخلوش البراني يدخل بيناتكم اما الكلمه الي فهمتيها جيران معناتها بيناتكم,انتوما خوت وماتخلوش البراني يدخل بيناتكم اما الكلمه الي فهمتيها جيران معناتها بيناتكم
1.0,8998,اليوم و نهار الاحد نعتمد على اللعبة  التي انتم,اليوم و نهار الاحد نعملو علي اللعبة اللي انتوما,اليوم و نهار الاحد نعملو علي اللعبة اللي انتوما
1.0,9003,محارب تغلب عليه رمضان : أتظنونا اننا مثلكم تعترفون بأنفسكم انكم بقر لأن المستوطن الوسخ يعرف ذالك,محارب غلبو رمضان تحسبينا زيكم انتوما لي تعترفو بروحكم بقر باسكو الكولون الخانز يعرف,محارب غلبو رمضان تحسبينا زيكم انتوما لي تعترفو بروحكم بقر باسكو الكولون الخانز يعرف
1.0,9011,سهلاوي استحو استحوا تحبون ان تقومو بإضحاك الناس علينا هي قامت بمسحها اقفلو السوق,سهلاوية مجنونة احشمووووو احشموووووو اخاااااه تحبوو تضحكو علينا البرانية اوووف هي محاتها انتوما اقفلو السوق بهدلتوناااا,سهلاوية مجنونة احشمو احشمو اخاه تحبوو تضحكو علينا البرانية اوف هي محاتها انتوما اقفلو السوق بهدلتونا
0.661,9015,بوتوزاز خاف ان يبكي قال لهم ابكوا انتم,بوتوزاز خاف يغوت قاليهوم غوتو انتوما اخويا خايبة تحبس الفرحة انا مانقدرش,بوتوزاز خاف يغوت قاليهوم غوتو انتوما اخويا خايبة تحبس الفرحة انا مانقدرش
0.6717,9018,شاوية كنزاوية عندما تلتهون أنتم بالسنة ماذا أدخلك,شاوية كنزاوية كي تلتهوا انتوما بنتاع سنة واش قودك,شاوية كنزاوية كي تلتهوا انتوما بنتاع سنة واش قودك
1.0,9023,محارب تغلب عليه رمضان : انتم ترفعون شأنه تركتم الأهم وتجرون وراءه  وهو يستغلكم,محارب غلبو رمضان انتوما لي تحلبو فيه خليتو الصح وتجرو وراه وهو يستغل فيكم,محارب غلبو رمضان انتوما لي تحلبو فيه خليتو الصح وتجرو وراه وهو يستغل فيكم
1.0,9029,كاهنة مجنونة صحيح لكن انتم أكثر (ضحك),كاهنة مهبولة صح مي انتوما اكتر ههههه,كاهنة مهبولة صح مي انتوما اكتر
0.6579,9033,ابنت المغرب بسبب هاد الحشرات ابتسام عندها مشاكل,بنت المغرب بسبب هاد الحشرات ابتسام عندها مشاكل دبا غير ردولف جبدوه حتى هو انتوما مالكم,بنت المغرب بسبب هاد الحشرات ابتسام عندها مشاكل دبا غير ردولف جبدوه حتى هو انتوما مالكم
1.0,9035,مسكينة   هي جميلة وحادة طباع فاستحمولنها صبرا,و علاش مسكينة هي مصيبة حلوة و انتوما العاقلات استحملوها,و علاش مسكينة هي مصيبة حلوة و انتوما العاقلات استحملوها
1.0,9040,بطاقة اليوم كي يربحها الأولاد أو البنات أنتم الذين تختارون من هيا انطلقوا الأولاد افعلوا,الكارطة متاع اليوم باش يربحوها الأولاد ولا البنات إنتوما إلي تختارو شكون أيا إنطلقوا الولاد أعملوا,الكارطة متاع اليوم باش يربحوها الأولاد ولا البنات إنتوما إلي تختارو شكون أيا إنطلقوا الولاد أعملوا
1.0,9042,عرفتوا جمع ببغاء لا تنزعجوا مني فهو أنتم,عرفتوا شنو جمع ببغاء ما تقلقوا مني هما انتوما,عرفتوا شنو جمع ببغاء ما تقلقوا مني هما انتوما
0.6455,9043,ما تركتو لا سهيلة لا فائزها الكلام والخضيو صح انتم مرتاحين ما عندكم ما يشغلكم ومخاطكم قاتلكم بالقهر البطالة ما تعمل,ماخليتو لا سهيلة لا فانزها التكرقيب والخضية صح انتوما فارغين شغل وخنونتكم قاتلتكم بالقهر لبطالة ومادير,ماخليتو لا سهيلة لا فانزها التكرقيب والخضية صح انتوما فارغين شغل وخنونتكم قاتلتكم بالقهر لبطالة ومادير
0.657,9044,هذا ليس طائر الطاووس كيف تسمونه في المغرب,بصح هادوك ماشي طاووس هادوك دانديو بالفرنسية كيفاش تقولوهم انتوما فالمغرب,بصح هادوك ماشي طاووس هادوك دانديو بالفرنسية كيفاش تقولوهم انتوما فالمغرب
0.6622,9045,اقسم اني جزائري انتم ايها الوهابيون ستموتون من كثرة الضحك,جزااااائرية و حق الرب انتوما يا سوهابيين و تعواقكم غدي تبيتوني برااا من كترة ضحك,جزائرية و حق الرب انتوما يا سوهابيين و تعواقكم غدي تبيتوني برا من كترة ضحك
0.6629,9047,اكره الاستغلال لهم انتم مزغيب,اكره للاستغلال بتوحم ههههههههه انتوما مزغيب,اكره للاستغلال بتوحم انتوما مزغيب
1.0,9051,أصلا هذا الذي يقهركم وانتم لا أحد أعطاكم قيمة,اصلا هاد الي قاهركم انو الي شافعا مات فيها و انتوما حتى واحد ما معبركم يااو قيوو,اصلا هاد الي قاهركم انو الي شافعا مات فيها و انتوما حتى واحد ما معبركم يااو قيوو
1.0,9059,كاهنة  (ضحك) والله انتم أدرى بصوت ايهاب  (ضحك),كاهنة هههههههههههه والله انتوما علام بصوت ايهاب هههه,كاهنة والله انتوما علام بصوت ايهاب
0.6656,9068,انتم المغاربة تعيشون خارج الوطن وتريدون مشاركتنا   في برنامج مغاربة العالم,أنتوما مغاربة كتعيشوا في الخارج و بغيتوا تشاركونا في برنامج مغاربة العالم مع بعثوا دابا بأرقام,أنتوما مغاربة كتعيشوا في الخارج و بغيتوا تشاركونا في برنامج مغاربة العالم مع بعثوا دابا بأرقام
0.6774,9074,مِبّتْسمة مجانين بحالنا انتوم احسنوا النية يا اصحاب الخير,مِبّتْسمة هههههههههه اوووووووووها موسوسين بحالنا انتوما صفو النية يا اصحاب الخير,مبتسمة اوها موسوسين بحالنا انتوما صفو النية يا اصحاب الخير
0.6892,9077,وزير الحرب انتم اول من يبيع البلاد,وزير الحبة و البارود انتوما غ الشلاهبية تتبدلو الجلدة,وزير الحبة و البارود انتوما غ الشلاهبية تتبدلو الجلدة
0.6776,9090,ثالت تكريم لسهيلة في لبنان و انتم اتعاونوا,تالت تكريم لسهيلة في لبنان و انتوما اتعاونوا و ديروا هاشتاغ المنع,تالت تكريم لسهيلة في لبنان و انتوما اتعاونوا و ديروا هاشتاغ المنع
1.0,9096,سوسو هل عانيتم أنتم من سرقة الأفكار أو لا,سوسو ضورك صح انتوما عانيتم من سرقة الافكار و لالا,سوسو ضورك صح انتوما عانيتم من سرقة الافكار و لالا
0.6767,9110,اسمعوا تاق حناة  فارغ انتم  فقط الذين تجعلونه في نشاط بالاستفزازات و هم لا يصوتون وقادرين على  قلب النتيجة صوتوا بلا كلام زائد,سمعو تاق حنان فارغ انتوما برك لمنشطينو بالاستفزازات هوما يصوتو وقادرين يقلبو النتيجة صوتو بلا هدرة زايدة,سمعو تاق حنان فارغ انتوما برك لمنشطينو بالاستفزازات هوما يصوتو وقادرين يقلبو النتيجة صوتو بلا هدرة زايدة
0.6714,9111,قمتم بتخريبه اتيتم بالحيوان من جحروا انتم انتم,خربتو فيه جبتو البغل من صرمو إنتوما تو,خربتو فيه جبتو البغل من صرمو إنتوما تو
1.0,9116,اكيد اخي نحن نشاهد اخطائكم وانتم تشاهدو اخطائنا وهذا بذاته اكبر خطأ,اكيد اخي احنا نشوفو أخطائكم و انتوما تشوفو اخطائنا و هذا بذاتو اكبر خطأ,اكيد اخي احنا نشوفو أخطائكم و انتوما تشوفو اخطائنا و هذا بذاتو اكبر خطأ
1.0,9116,اكيد اخي نحن نلاحظ أخطائكم و أنتم تلاحظون اخطائنا و هذا بذاته اكبر خطأ,اكيد اخي احنا نشوفو أخطائكم و انتوما تشوفو اخطائنا و هذا بذاتو اكبر خطأ,اكيد اخي احنا نشوفو أخطائكم و انتوما تشوفو اخطائنا و هذا بذاتو اكبر خطأ
1.0,9116,المؤكد يا أخي نحن نرى أخطائكم و أنتم ترون أخطائنا و هذا بحد ذاته أكبر خطأ,اكيد اخي احنا نشوفو أخطائكم و انتوما تشوفو اخطائنا و هذا بذاتو اكبر خطأ,اكيد اخي احنا نشوفو أخطائكم و انتوما تشوفو اخطائنا و هذا بذاتو اكبر خطأ
1.0,9120,وانتم كيف ظهر اتصلاتكم,و انتوما علاش بانو اتصالاتكم,و انتوما علاش بانو اتصالاتكم
1.0,9121,حسين الجزائري قال حرمتمونا من جنازة شكري بلعيد و انتم من حرمنا من شكري بلعيد,حسين الجزيري قال حرمتونا من جنازة شكري بلعيد و انتوما حرمتونا من شكري بلعيد,حسين الجزيري قال حرمتونا من جنازة شكري بلعيد و انتوما حرمتونا من شكري بلعيد
1.0,9126,أين كنتم و تويتر عندي فارغ من الرسائل هجرتوني و تخليتم عني.,وا انتوما فينكم تويتر عندي خاوي يبانولي غي رسائل هجرتو وخليتوني,وا انتوما فينكم تويتر عندي خاوي يبانولي غي رسائل هجرتو وخليتوني
0.6633,9128,أعطيني كلمة أعطونا البلاد وشقو إنتم الخلاء,أعطيني كلمة أعطونا البلاد وشقو إنتوما الخلاء,أعطيني كلمة أعطونا البلاد وشقو إنتوما الخلاء
0.6762,9128,اعطني كلمة اعطونا البلاد وارحلوا انتم للفراغ,أعطيني كلمة أعطونا البلاد وشقو إنتوما الخلاء,أعطيني كلمة أعطونا البلاد وشقو إنتوما الخلاء
0.6633,9128,أعطني كلمة أعطونا البلاد وشقوا انتم الخلاء,أعطيني كلمة أعطونا البلاد وشقو إنتوما الخلاء,أعطيني كلمة أعطونا البلاد وشقو إنتوما الخلاء
1.0,9134,توقفي  عن الكذب  انتم وفنانتكم  متمرسون في الكذب  مع اني  لم اشتمها  ابدا,شوفي بىكاك من الكذب والتحلاب انتوما وفنانتكم معلمين فيه مع اني عمري سبيتها,شوفي بىكاك من الكذب والتحلاب انتوما وفنانتكم معلمين فيه مع اني عمري سبيتها
0.6887,9140,ربي يزيد و يبارك انتوما عائلة فنية شاملة فخر الفن اللبناني,ربي يزيد و يبارك انتوما عائلة فنية شاملة فخر الفن اللبناني,ربي يزيد و يبارك انتوما عائلة فنية شاملة فخر الفن اللبناني
0.6887,9140,اللهم زد و بارك لأنتم عائلة فنية شاملة فخر للفن اللبناني,ربي يزيد و يبارك انتوما عائلة فنية شاملة فخر الفن اللبناني,ربي يزيد و يبارك انتوما عائلة فنية شاملة فخر الفن اللبناني
1.0,9140,ربي يزيد ويبارك انت عائلة فنية شاملة فخر الفن اللبناني,ربي يزيد و يبارك انتوما عائلة فنية شاملة فخر الفن اللبناني,ربي يزيد و يبارك انتوما عائلة فنية شاملة فخر الفن اللبناني
0.6959,9144,نُونّ و الله سأنتظر التصريح أنتم الأقوى أنتم تسونامي لماذا الغيرة مني هي و جمهورها طنجرة ووجدت غطاءها,نُونّ اي وربي استني التصريح انتوما الاقوى انتوما التسونامي علاش الغيرة مني هي وفانزها طنجره ولقيت غطاها,نون اي وربي استني التصريح انتوما الاقوى انتوما التسونامي علاش الغيرة مني هي وفانزها طنجره ولقيت غطاها
1.0,9152,يوجد البعض يقولون لماذا لم نربح لماذا هل أنتم صوتم لكي نربح وجهكم أقل حياء من وجهي,هههههههههههههههه شي واحدين قالو علاش ما ربحناش ههه علاش انتوما صوتوو باش تربحووو وجهكم اقصح من وجهي,شي واحدين قالو علاش ما ربحناش علاش انتوما صوتوو باش تربحو وجهكم اقصح من وجهي
0.6788,9161,حفظك الله و الله أنتم الخليجين قدركم عال و مرحبا بكم حتى أنتم في الجزائر كتف في كتف,ربي يخليكم والله انتوما الخليجيين قتلتونا بالقدر ومرحبا بيكم حتى انتوما في دزاير كتف يهز وكتف يحط,ربي يخليكم والله انتوما الخليجيين قتلتونا بالقدر ومرحبا بيكم حتى انتوما في دزاير كتف يهز وكتف يحط
1.0,9161,ربي يحفظكم و الله أنتم الخليجيين أخجلتمونا بالإحترام و مرحبا بكم أنتم كذلك في الجزائر نحملكم فوق أكتافنا,ربي يخليكم والله انتوما الخليجيين قتلتونا بالقدر ومرحبا بيكم حتى انتوما في دزاير كتف يهز وكتف يحط,ربي يخليكم والله انتوما الخليجيين قتلتونا بالقدر ومرحبا بيكم حتى انتوما في دزاير كتف يهز وكتف يحط
1.0,9161,الله يحفظكم انتم الخليجيين اعطيتمونا حق القدر ومرحرحبا بكم انتم ايضا  في الجزائر كيف يحمل وكتف يضع,ربي يخليكم والله انتوما الخليجيين قتلتونا بالقدر ومرحبا بيكم حتى انتوما في دزاير كتف يهز وكتف يحط,ربي يخليكم والله انتوما الخليجيين قتلتونا بالقدر ومرحبا بيكم حتى انتوما في دزاير كتف يهز وكتف يحط
0.6852,9162,سهيلة عندما ابتعدت عن معجبين أشرق وجهها و ضهرت مرتاحة أعجبتني كثيرا أنتم سبب مرضها,سهيله كي بعدت على فانز نور وجها وبانت مرتاحه عجيتني بزاف انتوما سبب مرضها,سهيله كي بعدت على فانز نور وجها وبانت مرتاحه عجيتني بزاف انتوما سبب مرضها
0.6515,9165,ها هاهاهاهاها اعتقد انكم ام تشاهدوا الفيديو لقد كان يقول ان الصحراء مغربية انتم والجبهة البولوزاريو,ها هاهاهاها واقيلة مشفتيهش فالفديو فشكان كيقول الصحرة مغربية خوركم انتوما والبوليخاريو,ها هاهاهاها واقيلة مشفتيهش فالفديو فشكان كيقول الصحرة مغربية خوركم انتوما والبوليخاريو
0.6719,9170,صوتنا لخضرة باللحظة التي أنتم لم تكونوا  تقدروا تصوتوا خيرنا,صوتنا لخضرة باللحضة اللى انتوما ماكنتوش تقدرو تصوتو الخير ديالنا حنا,صوتنا لخضرة باللحضة اللى انتوما ماكنتوش تقدرو تصوتو الخير ديالنا حنا
1.0,9171,انتم من ابتعد عن ايهاب اردتم ان تجعلوا بينه وبين خضرة علاقة ان له صديقة,انتوما اللى بعدو علي ايهاب باغيين تلصقوه فخضرة بالعافية راه عندو صاحبتو,انتوما اللى بعدو علي ايهاب باغيين تلصقوه فخضرة بالعافية راه عندو صاحبتو
1.0,9176,لماذا تضعين الهاشتاغ لسهيلة أتبحثين على المشاكل أنت,علاش تديري فالهاشتاغ تع سهيلة تحوسو على المشاكل انتوما يا ديني,علاش تديري فالهاشتاغ تع سهيلة تحوسو على المشاكل انتوما يا ديني
0.6815,9185,كاهنة في تويتر انتم الذين اقرب الينا,كاهنة في تويتر انتوما لي راكو هنا اللي قراب ليا,كاهنة في تويتر انتوما لي راكو هنا اللي قراب ليا
1.0,9198,"أنا لا أضمن نحن نلعب من أجل الضمان , انتم  ابقوا تضحكون حتى  تخرجون بموسم خالي مثل العادة ضحك",مضمناش حنا نلعبوا باش نضمنوا انتوما ابقاو اضحكوا حتى تخرجوا موسم صفري كي العادة هيهيهيهي,مضمناش حنا نلعبوا باش نضمنوا انتوما ابقاو اضحكوا حتى تخرجوا موسم صفري كي العادة هيهيهيهي
1.0,9202,سارح العنزات انتم دائما تتشاجرون وتحضرون لي الخاسر,سارح العنزات انتوما غي دابزو وجيبو ليا لي خصر,سارح العنزات انتوما غي دابزو وجيبو ليا لي خصر
1.0,9205,لا لا أنتم من وضعها تقولون عند تخطيها (25 سنة) لا أحد سيتزوجها  (ضحك) العنوسة في الجزائر,لالا انتوما لي درتوها تقولو كي تفوت واحد مايديها هههه العنوسه في الجزاير,لالا انتوما لي درتوها تقولو كي تفوت واحد مايديها العنوسه في الجزاير
1.0,9208,سهيلة بسببكم أنتم سوف تخسر لا نحبكم اذهبوا رحم الله والديكم,بفففففف ياربي مسكينها سهيلة منكم انتوما الي راح تخسروها مابغيناكمش روحو يرحم والديكم,بف ياربي مسكينها سهيلة منكم انتوما الي راح تخسروها مابغيناكمش روحو يرحم والديكم
1.0,9211,أنتم محظوظين ضحك ضع  رقم للصورة في جهازك,مزهرين انتوما هههه حط الصوره رقم فجهازك,مزهرين انتوما حط الصوره رقم فجهازك
0.9229,9211,أنتم محظوظين ضحك ضع  رقم للصورة في جهازك,مزهرين انتوما هههه حط الصوره رقم فجهازك,مزهرين انتوما حط الصوره رقم فجهازك
0.6775,9212,انا اشك بكم اذا تحبون سهيلة لانه اذا كان ذلك لايكون اسمك هكذا تخجلي به,أنتوما نشك إدا تحبو سههيلة و كان صح مايكونش إسمك هاكا تحشمي أديريه,أنتوما نشك إدا تحبو سههيلة و كان صح مايكونش إسمك هاكا تحشمي أديريه
1.0,9217,يشتموننا واحتلو مرتبة عالمية في ذلك,هيا كيما تقولو انتوما شماتة فينا هيا دخلوه للعالمي حتى في المرتبة,هيا كيما تقولو انتوما شماتة فينا هيا دخلوه للعالمي حتى في المرتبة
0.6775,9222,اشكامايكتو و الله أنتم  في حالة يرثى لها الله يهديكم أو يقصفكم بضربة قاضية إنه يتكلم مباشرة,اشكامايكاتو والله انتوما حالة الله يهديكم والا يقصفكم نسومي قصفة صحيحة راه يهضر ديراكت,اشكامايكاتو والله انتوما حالة الله يهديكم والا يقصفكم نسومي قصفة صحيحة راه يهضر ديراكت
1.0,9232,بعيد عنك نحن ميتون من الانتظار هل وصلت اليكم سياسة التقشف حتى انتم و شكرا مالك على تغطية اخبار كنزة,خاطيك راني ميتين واحنا نسناو التقشف لحقكم تان انتوما وشكرا ماليك على تغطية اخبار كنزة,خاطيك راني ميتين واحنا نسناو التقشف لحقكم تان انتوما وشكرا ماليك على تغطية اخبار كنزة
0.6493,9234,فطورنا اليوم في بيتزا و انتم ما هو  فطوركم,فطورنا اليوم في بيتزا و انتوما شنية فطوركم,فطورنا اليوم في بيتزا و انتوما شنية فطوركم
0.6663,9240,أقسم بالله انها ليست مشتاقة الحمد الله فقط أتركوها  أنتمعلى حالها,والله مش محاجة هاذ الهشتاق الحمدلله تاقها ديما منور الترند المغربي اخطوها انتوما برك عنزات,والله مش محاجة هاذ الهشتاق الحمدلله تاقها ديما منور الترند المغربي اخطوها انتوما برك عنزات
1.0,9244,مِبّتْسمة اوووها وصلنا للعنصرية انتم العرب ثم أكمليها بأنتم الأفارقة ثم أنتم الجزائريون وهكذا,مِبّتْسمة اووووووووها وصلنا للعنصرية انتوما العرب امبعد كمليها بنتوما ليزافريك ام بعدنتوما لجزائريين و هي رايحة,مبتسمة اوها وصلنا للعنصرية انتوما العرب امبعد كمليها بنتوما ليزافريك ام بعدنتوما لجزائريين و هي رايحة
0.6815,9248,كاهنة يعني إيمان أردت أن تقولي أصبح مثلك  (ضحك) حتى أنا أصبح أتكلم مثلكم  (ضحك),كاهنة يعني ايمان حبيتي تقولي نولي كيما انتي هههههه حتى انا نولي نهدر كيما انتوما ههههههه,كاهنة يعني ايمان حبيتي تقولي نولي كيما انتي حتى انا نولي نهدر كيما انتوما
1.0,9261,محارب تغلب عليه رمضان :  فكرو بقلبكم انتم عندكم كل شيء خاطىء,محارب غلبو رمضان خممو بقلبكم انتوما كلش غالط من الاخير,محارب غلبو رمضان خممو بقلبكم انتوما كلش غالط من الاخير
0.6714,9261,محارب غلبو رمضان فكروا   بقلبكم انتم كلكم اخطاء,محارب غلبو رمضان خممو بقلبكم انتوما كلش غالط من الاخير,محارب غلبو رمضان خممو بقلبكم انتوما كلش غالط من الاخير
0.6714,9261,قوي اضعفه الصيام فكروا جيدا انتم مخطؤون,محارب غلبو رمضان خممو بقلبكم انتوما كلش غالط من الاخير,محارب غلبو رمضان خممو بقلبكم انتوما كلش غالط من الاخير
1.0,9262,اذا كنتم تاكلون القش نحن ناكل السمك,كان انتوما تاكلو في الڤرط أحنا ناكلو في الحوت,كان انتوما تاكلو في الڤرط أحنا ناكلو في الحوت
