id,msa_verified,tweet,cleanedtweet2
44415,عزيزتي التي تقولين أنني مزعجة هل معيار الإزعاج جيد هكذا أم أكثر؟,عزيزتي الي بتقولي عني زنخة 😊 منيح معيار الزناخة هيك والا اكثرو؟ 😊🚶,عزيزتي الي بتقولي عني زنخة منيح معيار الزناخة هيك والا اكثرو؟
44415,عزيزتي التي تقولين عني زنخة جيد هل معيار الزناخة هكذا أم أكثر؟,عزيزتي الي بتقولي عني زنخة 😊 منيح معيار الزناخة هيك والا اكثرو؟ 😊🚶,عزيزتي الي بتقولي عني زنخة منيح معيار الزناخة هيك والا اكثرو؟
44415,عزيزتي التي تقولين عني زنخة هل معيار الزناخة هكذا جيد أم أكثر؟,عزيزتي الي بتقولي عني زنخة 😊 منيح معيار الزناخة هيك والا اكثرو؟ 😊🚶,عزيزتي الي بتقولي عني زنخة منيح معيار الزناخة هيك والا اكثرو؟
44474,أريد أن أقود ببطء انتبهوا هكذا أصبح الأمر صعبا,@EmadEchtay @na_93h 😍💓💔 أنا بدي سوووق عالاول😆  🚅 انتبهو هيك صارت صعبة التشبيبة😆,أنا بدي سوق عالاول انتبهو هيك صارت صعبة التشبيبة
44475,يعني أنا تعبان فقط هكذا,@zizocom7  هههه يعني انا تعبان بس هيك ،,يعني انا تعبان بس هيك
44477,المكتئبون يكثرون من الشكوى فقط من أجل أن نتضامن معهم ليس أكثر,المكتئبين بكترو من الشكوى بس مشان نضامن معون ما اكترر ..,المكتئبين بكترو من الشكوى بس مشان نضامن معون ما اكترر
44489,يجب أن تكون الرومانسية أكثر من ذلك هذه ليست فقط قبلة,@bode_tob @wwwx193 لازم رومانسية اكثر من هيك هذى مو شفشفة,لازم رومانسية اكثر من هيك هذى مو شفشفة
44489,يجب أن تكون هناك رومانسية أكثر من هذا هذا ليس قبلة,@bode_tob @wwwx193 لازم رومانسية اكثر من هيك هذى مو شفشفة,لازم رومانسية اكثر من هيك هذى مو شفشفة
44494,لعن الله هذه الثورة وهذه الملائكة,@nana1211o الله يلعن هيك ثورة وهيك ملايكة,الله يلعن هيك ثورة وهيك ملايكة
44508,ما أجملك وأنت مقتنع أنا لست مقتنعة لكن نتج معي هذه وجهة نظر,@3ajramista ما احلاك وانت مقتنع 😂😂 اصلا انا مش مقتنعة بس طلع معي هيك وجهة نظر,ما احلاك وانت مقتنع اصلا انا مش مقتنعة بس طلع معي هيك وجهة نظر
44511,لكن العقول الراقية تفهم الطيبة غير ذلك انسي,@aminaelis بس العقول الراقيه بتفهم الطيبه غير هيك انسي,بس العقول الراقيه بتفهم الطيبه غير هيك انسي
44518,هذا فقط من أجل الحبيب لقد دمر الحفلة كلها,@3ajramista هي بس مشان الحبي دبي كل الحفلة 😂😂😂,هي بس مشان الحبي دبي كل الحفلة
44521,ما الحب إلا للحبيب الأول سليمان فرجية من قال هذا؟ لبنان هكذا يقول,@VeraYammine  ما الحب إلا للحبيب الأول #سليمان_فرجية  مين قال ؟ #لبنان هيك بيقول !,ما الحب إلا للحبيب الأول سليمان فرجية مين قال ؟ لبنان هيك بيقول
44533,هكذا يقولون بعيد عن العين بعيد عن القلب لكن هذا لا ينجح مع القلب الحنون,@hibahallal  هيك بقولوا : بعيد عن العين بعيد عن القلب  بس مش عم تزبط مع القلب الحنون 💝,هيك بقولوا بعيد عن العين بعيد عن القلب بس مش عم تزبط مع القلب الحنون
44544,لماذا أصبح حال تويتر بهذا الشكل؟ رحم الله أيام الامتحانات كان جميلا فيها,ليه تويتر هيك لي يرحم أيام الامتحانات شو كان حلو 😌😌😌😒,ليه تويتر هيك لي يرحم أيام الامتحانات شو كان حلو
44548,الأمر لا يريد أن ينجح يا رجل,#مِه ما بدهاش تزبوط يا زلمة,مه ما بدهاش تزبوط يا زلمة
44551,تقصد أن مقامك أكبر من هذا سنحضرك بصفتك وزيرة أو شيء بعد التخرج,@AyaHamadeh8 @Ghina_tk قصدا مقامك اكبر من هيك ، منجيبك بصفتك وزيرة او شي بعد التخرج,قصدا مقامك اكبر من هيك منجيبك بصفتك وزيرة او شي بعد التخرج
44565,يا سلام على هكذا أرقام,#PRT  يا سلاااااااااام على هيك أرقام !!!,يا سلام على هيك أرقام
44569,لكي تكون قويا بماذا تريد أن تكون قويا؟,#لتكون_قوي بشو بدك تكون قوي,لتكون قوي بشو بدك تكون قوي
44569,لكي تكون قويا بأي شيء تريد أن تكون قويا,#لتكون_قوي بشو بدك تكون قوي,لتكون قوي بشو بدك تكون قوي
44571,أقصد أن سياسة لبنان هي هكذا,@MariamJ90051418 قصدي لبنان سياسيه هيك ههه,قصدي لبنان سياسيه هيك
44571,قصدي أن لبنان سياسته هكذا,@MariamJ90051418 قصدي لبنان سياسيه هيك ههه,قصدي لبنان سياسيه هيك
44576,تبا لقد علقت الأغنية برأسي,يلعن هيك علقت الغنية براسي☺️,يلعن هيك علقت الغنية براسي
44576,اللعنة علقت الأغنية في رأسي,يلعن هيك علقت الغنية براسي☺️,يلعن هيك علقت الغنية براسي
44577,لا بالعكس هكذا أبحث عن العريس شخصيا وليس على أم العريس,@sawalha1993 @3ajramista ههههههههههه لااااا بالعكس هيك بدور عالعريس شخصيا مش على ام العريس 😂😂,لا بالعكس هيك بدور عالعريس شخصيا مش على ام العريس
44582,لتكون قويا يجب أن تكون مخيفا وإلا فكل شيء آخر كلام فارغ,#لتكون_قوي لازم تكون بتخوِّف و غير هيك حكي فاضي,لتكون قوي لازم تكون بتخوف و غير هيك حكي فاضي
44582,لكي تكون قويا يجب أن تكون مخيفا وغير ذلك كلام فارغ,#لتكون_قوي لازم تكون بتخوِّف و غير هيك حكي فاضي,لتكون قوي لازم تكون بتخوف و غير هيك حكي فاضي
44586,مرة فعلت ذلك مع ابن عمي فشل أملي وقتها,@Dalallamour66 مره عملت هيك مع ابن عمي وانشل املي وقتهاؤ☺💔😂😂,مره عملت هيك مع ابن عمي وانشل املي وقتهاؤ
44586,مرة فعلت ذلك مع ابن عمي وانشل أملي حينذاك,@Dalallamour66 مره عملت هيك مع ابن عمي وانشل املي وقتهاؤ☺💔😂😂,مره عملت هيك مع ابن عمي وانشل املي وقتهاؤ
44615,جيد لذلك توجناك زعيمة لنا,@almonaliza384 ههههه منيح من هيك طوبناكي زعيمه,منيح من هيك طوبناكي زعيمه
44675,ستكون سعيدة الحظ مع إنسان مثلك هكذا الرجال تشكل الأسى,@kaspar7926 @hafzamohamad @abosarah_111 @altuwaim_s @Lolo__1435  بتكون سعيده الحظ مع واحد متلك هيك الرجال تشكل اسي,بتكون سعيده الحظ مع واحد متلك هيك الرجال تشكل اسي
44689,بما أنه رخص البنزين سوف يرفعون سعر الفجل لأجل التنكيد,#بما_انو_رخص_البنزين رح يغلو الفجل هيك نكاية,بما انو رخص البنزين رح يغلو الفجل هيك نكاية
44718,بما أن سعر البنزين رخص فماذا يعني هذا؟ نحن نعيش على الغالي وعلى الرخيص,#بما_انو_رخص_البنزين اي ويرخص وشو يعني  هيك هيك عايشين عل غالي وعل رخيص,بما انو رخص البنزين اي ويرخص وشو يعني هيك هيك عايشين عل غالي وعل رخيص
44720,الفيسبوك يغزونا يا إخوان احذروا من كل من يضحك هكذا,"الفيسبوك عم يغزونا يخوان ديرو بالكو من كل حدا بيضحك هيك ""هههاي""",الفيسبوك عم يغزونا يخوان ديرو بالكو من كل حدا بيضحك هيك هاي
44742,أبوك يعرف أنك أخذت خمسمائة من محفظته لكي تدعو صديقتك البشعة,#ابوك_بيعرف إنك ملصت خمسمية من جيبتو مشان تعزم رفيقتك البشعه ؟,ابوك بيعرف إنك ملصت خمسمية من جيبتو مشان تعزم رفيقتك البشعه ؟
44755,الله يأخذك ليس هكذا,@rahafali2_HKJ @Sultangouaan1 هههههههه الله ياخدك مش هيك 👊👊,الله ياخدك مش هيك
44773,لا إذا هؤلاء أصبحوا من نوع آخر مصمم حسب الاحتياجات,@54380347taf @ReemSuriana لا إذا هيك هيدول صارو من نوع أخر مصمم حسب الإحتياجات 😉,لا إذا هيك هيدول صارو من نوع أخر مصمم حسب الإحتياجات
44774,التحدث إليك ممتع جدا هكذا يسعد قلبي والله,الحكي معك اشي حلو  هيك بيفرفح قلبي والله 😇😍😉 @1996Mrmr,الحكي معك اشي حلو هيك بيفرفح قلبي والله
44796,يا أحمق ماذا تنتظر من هكذا طبقة سياسية,يا غبي #شو_ناطر_من من هيك طبقة سياسية,يا غبي شو ناطر من من هيك طبقة سياسية
44796,ايها الغبي ماذا تنتظر من هكذا طبقة سياسية,يا غبي #شو_ناطر_من من هيك طبقة سياسية,يا غبي شو ناطر من من هيك طبقة سياسية
44812,ماذا تنتظر من الناس؟ ابدأ بنفسك وانس العالم هكذا ترتاح وتريح,#شو_ناطر_من الناس بلش بحالك وانسا العالم هيك بترتاح وبتريح,شو ناطر من الناس بلش بحالك وانسا العالم هيك بترتاح وبتريح
44815,أصعب شعور عندما تكون لا تعرف بماذا تشعر أو ماذا تريد وتنتظر شيئا ولا تعرف ما هو,أقرف شعور إنك تكون مش عارف بشو حاسس أو شو بدك مستني إشي ومش عارف شو هو 😩💔,أقرف شعور إنك تكون مش عارف بشو حاسس أو شو بدك مستني إشي ومش عارف شو هو
44815,أسوأ شعور أن تكون لا تعرف بما تشعر أو ماذا تريد وتنتظر شيئا لا تعرف ما هو,أقرف شعور إنك تكون مش عارف بشو حاسس أو شو بدك مستني إشي ومش عارف شو هو 😩💔,أقرف شعور إنك تكون مش عارف بشو حاسس أو شو بدك مستني إشي ومش عارف شو هو
44864,ليس هناك سبب آخر,@LediaKfouf مهو فش غير هيك سبب هههههه,مهو فش غير هيك سبب
44864,لا يوجد سبب غير هذا,@LediaKfouf مهو فش غير هيك سبب هههههه,مهو فش غير هيك سبب
44883,ريما هل أنتم جميعا جافون هكذا أم فقط أنت؟,@iman_khaled @RShurfa ريما كلكو جافين هيك يادار الشرفا ولا بس انتي ؟,ريما كلكو جافين هيك يادار الشرفا ولا بس انتي ؟
44883,ريما هل أنتم جميعا قساة هكذا يا دار الشرفاء أم فقط أنت؟,@iman_khaled @RShurfa ريما كلكو جافين هيك يادار الشرفا ولا بس انتي ؟,ريما كلكو جافين هيك يادار الشرفا ولا بس انتي ؟
44911,إهانة الكلبة تعمل فيها أي شيء ويجب أن تشكر سيدتها هكذا أتعامل معهم,@noof_1231sa  اهانة !!! الكلبه يتعمل فيها اي شي و لازم تشكر مولاتها هيك بتعامل معهم انا,اهانة الكلبه يتعمل فيها اي شي و لازم تشكر مولاتها هيك بتعامل معهم انا
44926,وجود دويلة بجانب الدولة لا يجوز لا يمكن أن يكون هذا حارس الجمهورية,وجود دويلة حد الدولة ما بيجوز هيك يكون #حارس_الجمهورية,وجود دويلة حد الدولة ما بيجوز هيك يكون حارس الجمهورية
44942,فقط لعلمك انت الخاسرة الحياة تحتاج لهكذا وقفة,#بس_ل_علمك  انت الخسرانة  #الحياة_صار_بدها  هيك وقفة,بس ل علمك انت الخسرانة الحياة صار بدها هيك وقفة
44964,أصبحت الحياة تريد مخدرات أقصد مخدات لتنام وتبقى نائما,#الحياة_صار_بدها مخدرااات قصدي مخدات مشان تناااام وضلك ناااايم😴😉,الحياة صار بدها مخدرات قصدي مخدات مشان تنام وضلك نايم
44964,أصبحت الحياة بحاجة إلى مخدرات أقصد مخدات لتنام وتظل نائما,#الحياة_صار_بدها مخدرااات قصدي مخدات مشان تناااام وضلك ناااايم😴😉,الحياة صار بدها مخدرات قصدي مخدات مشان تنام وضلك نايم
44965,الحياة فقط تحتاج النقود لا تعش الا هكذا,#الحياة_صار_بدها مصاري لا تعيش غير هيك انسى,الحياة صار بدها مصاري لا تعيش غير هيك انسى
44971,الله يحفظكم بالفعل مثل هذا الطقس مع التلوث يسبب كارثة للمواطن الله يستركم,@najwakaram الله يحميكن 🙏 فعلاً هيك طقس مع التلوث بيسبب كارثة للمواطن .. الله يستركن 💕,الله يحميكن فعلا هيك طقس مع التلوث بيسبب كارثة للمواطن الله يستركن
44985,لان في غيابه لا تجد مثل هذه الامور هل هذا صحيح ام لا,@7amoya7ama لأن في غيابه ما بتلاقي هيك أمور..  صح ولا مو غلط😀,لأن في غيابه ما بتلاقي هيك أمور صح ولا مو غلط
44985,لأن في غيابه لا تجدين أمورا كهذه صحيح أم ليس كذلك؟,@7amoya7ama لأن في غيابه ما بتلاقي هيك أمور..  صح ولا مو غلط😀,لأن في غيابه ما بتلاقي هيك أمور صح ولا مو غلط
44987,لا تهتمي بالجو الذي مثل هذا لن يدفيك ولن يزيل مللك إلا الطعام,@Dianzain_en لا ما عليكي ، بالجو الي مثل هيك ما بدفيك ويطير زهقك الا الاكل,لا ما عليكي بالجو الي مثل هيك ما بدفيك ويطير زهقك الا الاكل
44988,يا ليت أن يكون هكذا الحال ولكن الوضع الحالي هو الموت للشرفاء والمساكين الفقراء,@sousoum يا ريت يكون هيك الحال بس الوضع الموت للشرفاء والدراويش المعترين,يا ريت يكون هيك الحال بس الوضع الموت للشرفاء والدراويش المعترين
45080,والله صدقت للأسف هكذا أصبح البشر,@1391988m @YusufMhamd والله صدقتي للاسف هيك أصبح البشر,والله صدقتي للاسف هيك أصبح البشر
45086,يستحق الحكيم أكثر من ذلك ألف مبروك,@LFofficialpage @linalf1 بيستاهل الحكيم اكتر من هيك  الف مبروك,بيستاهل الحكيم اكتر من هيك الف مبروك
45088,أفا ولو هل يحدث هذا؟ الحب أناني,@NOURAQ3  افا ولو بيصير هيك شو الحب اناني,افا ولو بيصير هيك شو الحب اناني
45097,يعني لكي يكون الإنسان قويا يجب أن يكون قويا جدا,@AlexAndrAkhouri يعني ليكون الواحد قوي لازم يكون كتير قوي انوا هيك 😂😂,يعني ليكون الواحد قوي لازم يكون كتير قوي انوا هيك
45099,أحسن منك في التفاعل يجب أن أفعل هكذا لأجل الساعات المتبقية,@Ghina_tk @Doaa_JM احسن منك في تفاعل. لازم هيك ساوي مشان هوّن الساعاات الباقية,احسن منك في تفاعل لازم هيك ساوي مشان هون الساعاات الباقية
45103,أنا لا أحب هذه الحصص هكذا يكون حارس الجمهورية؟,"""انا ما بحب الحصص"" هيك يكون  #حارس_الجمهورية @DRSAMIRGEAGEA",انا ما بحب الحصص هيك يكون حارس الجمهورية
45103,انا لا احب الحصص هكذا يكون حارس الجمهورية,"""انا ما بحب الحصص"" هيك يكون  #حارس_الجمهورية @DRSAMIRGEAGEA",انا ما بحب الحصص هيك يكون حارس الجمهورية
45117,في النهاية كل شخص فارغ من الداخل يصبح هكذا خياره ولماذا لا؟ دخيلك,@boufekane النهاية كل حدا فاضي من جوّا بصير هيك خيارو😂😂😂😂 وليش لأ دخلك😂,النهاية كل حدا فاضي من جوا بصير هيك خيارو وليش لأ دخلك
45120,عندما تجتمع الأصالة مع الفخامة يكون هذا هو الناتج,@Areej_ouda لما تجتمع الأصالة بالفخامة هيك بكون الناتج <3 <3 <3,لما تجتمع الأصالة بالفخامة هيك بكون الناتج
45120,عندما تجتمع الأصالة بالفخامة يكون الناتج هكذا,@Areej_ouda لما تجتمع الأصالة بالفخامة هيك بكون الناتج <3 <3 <3,لما تجتمع الأصالة بالفخامة هيك بكون الناتج
45120,عندما تجتمع الأصالة بالفخامة هكذا يكون الناتج,@Areej_ouda لما تجتمع الأصالة بالفخامة هيك بكون الناتج <3 <3 <3,لما تجتمع الأصالة بالفخامة هيك بكون الناتج
45131,إلى الإسبانيات اهتمي بزوجك لكي لا يسافر خارج بلاده ولا يرى غيرك,#الي_الاسبانيات اهتمي بزوجك مشان لا يسافر برات بلده وما يشوف غيرك,الي الاسبانيات اهتمي بزوجك مشان لا يسافر برات بلده وما يشوف غيرك
45135,كيف أبدأ المشكلة اللبنانية لماذا تنظر إلي هكذا أو لا,#كيف_ببلش_المشكل_اللبناني ليه عم تتطلع فيي هيك ولااااا😂,كيف ببلش المشكل اللبناني ليه عم تتطلع فيي هيك ولا
45143,ليست الفتاة في غزة تكون مغرورة ولكن انظر إلى هذا الجمال,@Baa3btee5 😂😂😂😂😂😂😂😂😂😂 مش هيك  البنت الي في غزة بتكون شاايفة حااله كتير  ولك شوفي الجمال هااد,مش هيك البنت الي في غزة بتكون شاايفة حااله كتير ولك شوفي الجمال هااد
45179,أهلا وغلا أكثر من ذلك لا أستطيع,@roselover138    هلا و غلا   😂😂😂  اكتر من هيك مابئدر 😜,هلا و غلا اكتر من هيك مابئدر
45179,أهلا وسهلا أكثر من هذا لا أستطيع,@roselover138    هلا و غلا   😂😂😂  اكتر من هيك مابئدر 😜,هلا و غلا اكتر من هيك مابئدر
45207,تمام التمام لم أرك منذ زمن وهكذا,@Rozlinda_roz تمام التمام زمان عنك و هيك ؟؟,تمام التمام زمان عنك و هيك ؟؟
45226,هكذا تمام وعندك واحد شاي أعده,@WassimZorob ههههههه هيك تمام  وعندك واحد شاي وصلحووووو,هيك تمام وعندك واحد شاي وصلحو
45233,خلاص آسف الله ينجحك هل ينفع هكذا؟ يقص التوجيهي,@Ahmaki_1998 خلص اسف الله ينجحك بنفع هيك 😂😂😂 يقطع التوجيهي 😂😭😭,خلص اسف الله ينجحك بنفع هيك يقطع التوجيهي
45247,أصلا تكونين طماعة أكثر من ذلك لا يوجد مصدر سعادة أكبر من ذلك,@fatimabasim240 أصلا بتكوني طماعة أكتر من هيك مفيش مصدر سعادة أكبر من هيك,أصلا بتكوني طماعة أكتر من هيك مفيش مصدر سعادة أكبر من هيك
45279,خذ الاصلي ولو اغلى سيرتاخ بالك يا اخي ماذا تريد من الحكي,خاد اﻻصلي ولو أغلى.  بتريح بالك يا خيي ، شو بدك بالحكي....,خاد ا صلي ولو أغلى بتريح بالك يا خيي شو بدك بالحكي
45279,خذ الأصلية ولو كانت أغلى تريح بالك يا أخي ماذا تريد بالكلام؟,خاد اﻻصلي ولو أغلى.  بتريح بالك يا خيي ، شو بدك بالحكي....,خاد ا صلي ولو أغلى بتريح بالك يا خيي شو بدك بالحكي
45313,كنت أعلم أن جبهتي ستقصف ولكن ليس هكذا حسنا سأصمت,@FawazAdeeb كنت عارفه هتنقصف جبهتي بس مش هيك خلص هسكت  🙈,كنت عارفه هتنقصف جبهتي بس مش هيك خلص هسكت
45323,معك حق تذلني على ما فعلت هذه الأمة,@mmeeesssooo @SaifAlkhadem @hgrvdrvd1381 @HsnFrhanALmalki  معك حق تخزني على هيك أمه,معك حق تخزني على هيك أمه
45323,معك كل الحق ان تعايرني على امتي,@mmeeesssooo @SaifAlkhadem @hgrvdrvd1381 @HsnFrhanALmalki  معك حق تخزني على هيك أمه,معك حق تخزني على هيك أمه
45326,لا ابق سنسهر معا وعندما نشعر بالنعاس نطفئ الضوء ونصعد بهدوء لكي لا يستيقظوا,@soulwhiiispers لا خليك بنسهر سوا وبس ننعس بنطفي الضو وبنطلع بشويش مشان ما يفيقو 📢📢😂😂,لا خليك بنسهر سوا وبس ننعس بنطفي الضو وبنطلع بشويش مشان ما يفيقو
45335,يوجد هذا وذاك وهناك أناس أزالوا كل شتائمهم عن ميشال عون وأصبحوا يمدحونه,@Dou2abou في هيك وفي هيك.. في ناس شالت كل مسباتها ع ميشال عون وصارت تبخرلوا,في هيك وفي هيك في ناس شالت كل مسباتها ع ميشال عون وصارت تبخرلوا
45348,فقط لأعلمك إذا رأيتنا سنراك وإذا كان غير ذلك لا نهتم للعالم كله,#بس_ل_علمك  بتشوفنا منشوفك اذا غير هيك مش سائلين عل كون كلو...,بس ل علمك بتشوفنا منشوفك اذا غير هيك مش سائلين عل كون كلو
45349,لكي تصوت حتى جمهورها والممثل,@Stardaal هههههههه مشان ابتصويت حتى فانزها و ممثل,مشان ابتصويت حتى فانزها و ممثل
45364,الصراحة تبعد عنا الكثير من الناس ومع ذلك الله معهم ويسهل عليهم للأبد,الصراحة عم تبعد عننا كتير ناس  ومع هيك الله معون ويسهل عليون  للأبد,الصراحة عم تبعد عننا كتير ناس ومع هيك الله معون ويسهل عليون للأبد
45374,هؤلاء يا أختي من الصعب التعامل معهم هكذا قالوا لي,@sihamsh98   هدول يختي صعب التعامل معهم هههه هيك حكولي  #BAMA2016PlatinumEdition_SaadLamjarred,هدول يختي صعب التعامل معهم هيك حكولي
45374,يا أختي هؤلاء صعب التعامل معهم هكذا أخبروني,@sihamsh98   هدول يختي صعب التعامل معهم هههه هيك حكولي  #BAMA2016PlatinumEdition_SaadLamjarred,هدول يختي صعب التعامل معهم هيك حكولي
45374,هؤلاء يا أختي صعب التعامل معهم هكذا أخبروني,@sihamsh98   هدول يختي صعب التعامل معهم هههه هيك حكولي  #BAMA2016PlatinumEdition_SaadLamjarred,هدول يختي صعب التعامل معهم هيك حكولي
45381,لهذا السبب يقولون إن النساء روح المساء,@RashaMjaly عشاااان هيك يحكواااا ...... المسااااااااا روح النسااااااااا,عشان هيك يحكوا المسا روح النسا
45393,حالتي الآن هي أنني أستمع لأغنية حزينة وأضحك لأستفز الفنان,حالتي اﻵن قاعدة اسمع اغنية حزينة  وأضحك مشان اقهر الفنان,حالتي ا ن قاعدة اسمع اغنية حزينة وأضحك مشان اقهر الفنان
45393,حالتي الآن أستمع إلى أغنية حزينة وأضحك لأغيظ الفنان,حالتي اﻵن قاعدة اسمع اغنية حزينة  وأضحك مشان اقهر الفنان,حالتي ا ن قاعدة اسمع اغنية حزينة وأضحك مشان اقهر الفنان
45404,تحبها تقريبا أنا تجاوزت مثل هذه المرحلة تقريبا أصبحت مريضا بها,بتحبها ؟ تقريبا انا عديت هيك مرحلة  تقريبا صرت عيان فيها,بتحبها ؟ تقريبا انا عديت هيك مرحلة تقريبا صرت عيان فيها
45409,حسنا هل يوجد شيء آخر أجمل من هذا لكي يصبح جميلا هكذا,@Alaazghoneim طيب فيه هيك ثاني حلو احلا هيك هذا عشان يصير هيك حلو 🙂💔,طيب فيه هيك ثاني حلو احلا هيك هذا عشان يصير هيك حلو
45422,أنا أتكلم عن التغريدة التي كتبتها قبل قليل بخصوص السوري والعراقي,@habebalgale99 عم بحكي عن التويت الي كتبتها من شوي .. السوري والعراقي 😅,عم بحكي عن التويت الي كتبتها من شوي السوري والعراقي
45455,أعدك أنني لن أفكر بهذا الشكل مجددا,@butter_lo خلص وعد ما افكر هيك ابوس روحك ❤😘,خلص وعد ما افكر هيك ابوس روحك
45455,حسنا أعدك أن لا أفكر هكذا أقبل روحك,@butter_lo خلص وعد ما افكر هيك ابوس روحك ❤😘,خلص وعد ما افكر هيك ابوس روحك
45480,أسأل الله أن يبشرك بالخير هكذا أنا سعدت كثيرا لك أنت تستحق استسلامهم,@5arah_1 @hmo_i @waswq الله يبشرك بالخير هيك أنا كتير انبسطتلك - تستاهل استسلامهم ..,الله يبشرك بالخير هيك أنا كتير انبسطتلك تستاهل استسلامهم
45482,نعم ولكن ابق شاربا الكثير من الماء لكي تبقى رائقا دائما,@habebalgale99 هههههههه اي  لكن خَليك كتر مَي مشان تضل رايق عطول   😅,اي لكن خليك كتر مي مشان تضل رايق عطول
45492,لست أدري يا خالتي لماذا أصبحت الخالات هكذا قاسيات,@sadsaly41440794 @AHammouri اندااري يا خالتو ليش هيك الخالات صايرات قاسيات,اندااري يا خالتو ليش هيك الخالات صايرات قاسيات
45492,لا أدري يا خالتي لماذا هكذا أصبحت الخالات قاسيات,@sadsaly41440794 @AHammouri اندااري يا خالتو ليش هيك الخالات صايرات قاسيات,اندااري يا خالتو ليش هيك الخالات صايرات قاسيات
45495,يا ويلي على قامتي من أجل ذلك يقولون عني بقرة لكن أنا لا أقول موه,@ror_ro1 @aisrr233 ولييييي على قامتي مشان هيك يقولوا عني بقرة بس انا ما بقول مووووه😬😬😬😬😬😬😬,ولي على قامتي مشان هيك يقولوا عني بقرة بس انا ما بقول موه
45513,صحيح سامحك الله لو أبقيتها سرا لكي تزداد إعادة التغريدات,@noor1994563  صحيح 👏👏 الله يسامحك كان خلتيها سر مشان الريتويت تزيد 😂,صحيح الله يسامحك كان خلتيها سر مشان الريتويت تزيد
45520,يا رجل هذا أنا إلى جهنم بدون حساب مفتي المملكة يحرم لعبة الشطرنج,يا زلمة هاد انا ع جهنم بدون حساب 😌😌😌 #مفتي_المملكه_يحرم_لعبه_الشطرنج,يا زلمة هاد انا ع جهنم بدون حساب مفتي المملكه يحرم لعبه الشطرنج
45555,من أجل ذلك يقولون إن المرأة تفقد سنا من أسنانها مع كل حمل,@kayal40 @helallah @melbardisi1  @SoonaMaatouk @SallimSila7ak  @Truelebanese3 منشان هيك بيقولو انو المرأة تخسر سنا من اسنانها مع كل حمل,منشان هيك بيقولو انو المرأة تخسر سنا من اسنانها مع كل حمل
45563,أنا أيضا شعرت هكذا لكن المرأة جنت,"@RaZaN3dWaN @hadoola_nk_ @najwakaram  انا كمان حسيت هيك بس الوليه جنت,",انا كمان حسيت هيك بس الوليه جنت
45584,هاهاها ولم لا؟ هكذا يكون البنزين للسيارة على حسابي وكذلك الدفع,@jawaher_fayez @abotnah24f @bloodyfaris هههههههاي وك بسرش إه هيك بنزين سياره على حسابي وكمان دفع,هاي وك بسرش إه هيك بنزين سياره على حسابي وكمان دفع
45600,في الواقع إذا عقلت فسوف أجن دعيني هكذا هذا أفضل للجميع,@685c510eeded49e مهو اذا عقلت بنجن 😂😂😂😂😂😂😂😂😂 خليني هيك احسن للكل 🚶🚶,مهو اذا عقلت بنجن خليني هيك احسن للكل
45624,إذا كان الأمر كذلك فإننا جميعا لا نستحي,@TalaAlabdallat اذا هيك ..طلعنا كلنا ما بنستحي😂😂,اذا هيك طلعنا كلنا ما بنستحي
45624,إذا هكذا تبين أننا جميعا لا نستحي,@TalaAlabdallat اذا هيك ..طلعنا كلنا ما بنستحي😂😂,اذا هيك طلعنا كلنا ما بنستحي
45625,لست وحدك لذلك لا تأخذها بشكل شخصي هو هكذا يحب النكد,@Abersabel127 مش وحدك ف ما تاخدها كتير شخصية هو هيك بيحب النكد ههههه,مش وحدك ف ما تاخدها كتير شخصية هو هيك بيحب النكد
45629,النوم يضيع الوقت وعندما يضيع الوقت تنتهي العطلة لذلك لا تناموا,النومة بتضيّع الوقت ولما يضيع الوقت بتخلص العطلة ف عشان هيك لا تنامو,النومة بتضيع الوقت ولما يضيع الوقت بتخلص العطلة ف عشان هيك لا تنامو
45631,أسوأ من هكذا لم أر,@reemooo_07 @sul20_hfc @sraab351 @roro123815 @arabs_l2t @salah_238 @rre_501 @AlghamdiFooad @sss4565 هههههههه اسبك من هيك ماشفت 😂😂😂😂😂,اسبك من هيك ماشفت
45631,أعقل من هذا لم أر,@reemooo_07 @sul20_hfc @sraab351 @roro123815 @arabs_l2t @salah_238 @rre_501 @AlghamdiFooad @sss4565 هههههههه اسبك من هيك ماشفت 😂😂😂😂😂,اسبك من هيك ماشفت
45664,فعلا إنه من العار أن تحدث هكذا أشياء وبمباركة أهل البلد,@hayatusa بالفعل إنو عيب تصير هيك اشيا وبمباركة أهل البلد,بالفعل إنو عيب تصير هيك اشيا وبمباركة أهل البلد
45673,الحياة أصبحت بحاجة إلى محبة أف لم يعد هناك محبة لذلك أصبحت الدنيا هكذا,#الحياة_صار_بدها محبه افففف بطل في محبه  كرمالك هيك الدني صارت هيك,الحياة صار بدها محبه اف بطل في محبه كرمالك هيك الدني صارت هيك
45673,الحياة أصبحت تحتاج إلى محبة أف لم يعد هناك محبة لأجل ذلك أصبحت الدنيا هكذا,#الحياة_صار_بدها محبه افففف بطل في محبه  كرمالك هيك الدني صارت هيك,الحياة صار بدها محبه اف بطل في محبه كرمالك هيك الدني صارت هيك
45697,اذا نظفت اسناني بالفرشاة يد امسك بالفرشاة و يد تحت الماء لكي احس اني لا اسرف من الماء,اذا فرشيت سناني  ايد بالفرشاي وايد تحت المي..  مشان احس اني ما عم اصرف مي 😂,اذا فرشيت سناني ايد بالفرشاي وايد تحت المي مشان احس اني ما عم اصرف مي
